13.	0.	0.
12.7159	2.70285	0.
11.8761	5.28758	0.
10.5172	7.64121	0.
8.6987	9.66088	0.
6.5	11.2583	0.
4.01722	12.3637	0.
1.35887	12.9288	0.
-1.35887	12.9288	0.
-4.01722	12.3637	0.
-6.5	11.2583	0.
-8.6987	9.66088	0.
-10.5172	7.64121	0.
-11.8761	5.28758	0.
-12.7159	2.70285	0.
-13.	0.	0.
-12.7159	-2.70285	0.
-11.8761	-5.28758	0.
-10.5172	-7.64121	0.
-8.6987	-9.66088	0.
-6.5	-11.2583	0.
-4.01722	-12.3637	0.
-1.35887	-12.9288	0.
1.35887	-12.9288	0.
4.01722	-12.3637	0.
6.5	-11.2583	0.
8.6987	-9.66088	0.
10.5172	-7.64121	0.
11.8761	-5.28758	0.
12.7159	-2.70285	0.
11.9343	1.25434	-0.5
11.4127	3.7082	-0.5
10.3923	6.	-0.5
8.91774	8.02957	-0.5
7.05342	9.7082	-0.5
4.88084	10.9625	-0.5
2.49494	11.7378	-0.5
0.	12.	-0.5
-2.49494	11.7378	-0.5
-4.88084	10.9625	-0.5
-7.05342	9.7082	-0.5
-8.91774	8.02957	-0.5
-10.3923	6.	-0.5
-11.4127	3.7082	-0.5
-11.9343	1.25434	-0.5
-11.9343	-1.25434	-0.5
-11.4127	-3.7082	-0.5
-10.3923	-6.	-0.5
-8.91774	-8.02957	-0.5
-7.05342	-9.7082	-0.5
-4.88084	-10.9625	-0.5
-2.49494	-11.7378	-0.5
0.	-12.	-0.5
2.49494	-11.7378	-0.5
4.88084	-10.9625	-0.5
7.05342	-9.7082	-0.5
8.91774	-8.02957	-0.5
10.3923	-6.	-0.5
11.4127	-3.7082	-0.5
11.9343	-1.25434	-0.5
11.	0.	1.
10.7596	2.28703	1.
10.049	4.4741	1.
8.89919	6.46564	1.
7.36044	8.17459	1.
5.5	9.52628	1.
3.39919	10.4616	1.
1.14981	10.9397	1.
-1.14981	10.9397	1.
-3.39919	10.4616	1.
-5.5	9.52628	1.
-7.36044	8.17459	1.
-8.89919	6.46564	1.
-10.049	4.4741	1.
-10.7596	2.28703	1.
-11.	0.	1.
-10.7596	-2.28703	1.
-10.049	-4.4741	1.
-8.89919	-6.46564	1.
-7.36044	-8.17459	1.
-5.5	-9.52628	1.
-3.39919	-10.4616	1.
-1.14981	-10.9397	1.
1.14981	-10.9397	1.
3.39919	-10.4616	1.
5.5	-9.52628	1.
7.36044	-8.17459	1.
8.89919	-6.46564	1.
10.049	-4.4741	1.
10.7596	-2.28703	1.
9.94522	1.04528	0.375
9.51057	3.09017	0.375
8.66025	5.	0.375
7.43145	6.69131	0.375
5.87785	8.09017	0.375
4.06737	9.13545	0.375
2.07912	9.78148	0.375
0.	10.	0.375
-2.07912	9.78148	0.375
-4.06737	9.13545	0.375
-5.87785	8.09017	0.375
-7.43145	6.69131	0.375
-8.66025	5.	0.375
-9.51057	3.09017	0.375
-9.94522	1.04528	0.375
-9.94522	-1.04528	0.375
-9.51057	-3.09017	0.375
-8.66025	-5.	0.375
-7.43145	-6.69131	0.375
-5.87785	-8.09017	0.375
-4.06737	-9.13545	0.375
-2.07912	-9.78148	0.375
0.	-10.	0.375
2.07912	-9.78148	0.375
4.06737	-9.13545	0.375
5.87785	-8.09017	0.375
7.43145	-6.69131	0.375
8.66025	-5.	0.375
9.51057	-3.09017	0.375
9.94522	-1.04528	0.375
9.	0.	1.75
8.80333	1.87121	1.75
8.22191	3.66063	1.75
7.28115	5.29007	1.75
6.02218	6.6883	1.75
4.5	7.79423	1.75
2.78115	8.55951	1.75
0.940756	8.9507	1.75
-0.940756	8.9507	1.75
-2.78115	8.55951	1.75
-4.5	7.79423	1.75
-6.02218	6.6883	1.75
-7.28115	5.29007	1.75
-8.22191	3.66063	1.75
-8.80333	1.87121	1.75
-9.	0.	1.75
-8.80333	-1.87121	1.75
-8.22191	-3.66063	1.75
-7.28115	-5.29007	1.75
-6.02218	-6.6883	1.75
-4.5	-7.79423	1.75
-2.78115	-8.55951	1.75
-0.940756	-8.9507	1.75
0.940756	-8.9507	1.75
2.78115	-8.55951	1.75
4.5	-7.79423	1.75
6.02218	-6.6883	1.75
7.28115	-5.29007	1.75
8.22191	-3.66063	1.75
8.80333	-1.87121	1.75
7.95618	0.836228	1.125
7.60845	2.47214	1.125
6.9282	4.	1.125
5.94516	5.35304	1.125
4.70228	6.47214	1.125
3.25389	7.30836	1.125
1.66329	7.82518	1.125
0.	8.	1.125
-1.66329	7.82518	1.125
-3.25389	7.30836	1.125
-4.70228	6.47214	1.125
-5.94516	5.35304	1.125
-6.9282	4.	1.125
-7.60845	2.47214	1.125
-7.95618	0.836228	1.125
-7.95618	-0.836228	1.125
-7.60845	-2.47214	1.125
-6.9282	-4.	1.125
-5.94516	-5.35304	1.125
-4.70228	-6.47214	1.125
-3.25389	-7.30836	1.125
-1.66329	-7.82518	1.125
0.	-8.	1.125
1.66329	-7.82518	1.125
3.25389	-7.30836	1.125
4.70228	-6.47214	1.125
5.94516	-5.35304	1.125
6.9282	-4.	1.125
7.60845	-2.47214	1.125
7.95618	-0.836228	1.125
7.	0.	2.5
6.84703	1.45538	2.5
6.39482	2.84716	2.5
5.66312	4.1145	2.5
4.68391	5.20201	2.5
3.5	6.06218	2.5
2.16312	6.6574	2.5
0.731699	6.96165	2.5
-0.731699	6.96165	2.5
-2.16312	6.6574	2.5
-3.5	6.06218	2.5
-4.68391	5.20201	2.5
-5.66312	4.1145	2.5
-6.39482	2.84716	2.5
-6.84703	1.45538	2.5
-7.	0.	2.5
-6.84703	-1.45538	2.5
-6.39482	-2.84716	2.5
-5.66312	-4.1145	2.5
-4.68391	-5.20201	2.5
-3.5	-6.06218	2.5
-2.16312	-6.6574	2.5
-0.731699	-6.96165	2.5
0.731699	-6.96165	2.5
2.16312	-6.6574	2.5
3.5	-6.06218	2.5
4.68391	-5.20201	2.5
5.66312	-4.1145	2.5
6.39482	-2.84716	2.5
6.84703	-1.45538	2.5
5.96713	0.627171	1.75
5.70634	1.8541	1.75
5.19615	3.	1.75
4.45887	4.01478	1.75
3.52671	4.8541	1.75
2.44042	5.48127	1.75
1.24747	5.86889	1.75
0.	6.	1.75
-1.24747	5.86889	1.75
-2.44042	5.48127	1.75
-3.52671	4.8541	1.75
-4.45887	4.01478	1.75
-5.19615	3.	1.75
-5.70634	1.8541	1.75
-5.96713	0.627171	1.75
-5.96713	-0.627171	1.75
-5.70634	-1.8541	1.75
-5.19615	-3.	1.75
-4.45887	-4.01478	1.75
-3.52671	-4.8541	1.75
-2.44042	-5.48127	1.75
-1.24747	-5.86889	1.75
0.	-6.	1.75
1.24747	-5.86889	1.75
2.44042	-5.48127	1.75
3.52671	-4.8541	1.75
4.45887	-4.01478	1.75
5.19615	-3.	1.75
5.70634	-1.8541	1.75
5.96713	-0.627171	1.75
5.	0.	3.
4.89074	1.03956	3.
4.56773	2.03368	3.
4.04508	2.93893	3.
3.34565	3.71572	3.
2.5	4.33013	3.
1.54508	4.75528	3.
0.522642	4.97261	3.
-0.522642	4.97261	3.
-1.54508	4.75528	3.
-2.5	4.33013	3.
-3.34565	3.71572	3.
-4.04508	2.93893	3.
-4.56773	2.03368	3.
-4.89074	1.03956	3.
-5.	0.	3.
-4.89074	-1.03956	3.
-4.56773	-2.03368	3.
-4.04508	-2.93893	3.
-3.34565	-3.71572	3.
-2.5	-4.33013	3.
-1.54508	-4.75528	3.
-0.522642	-4.97261	3.
0.522642	-4.97261	3.
1.54508	-4.75528	3.
2.5	-4.33013	3.
3.34565	-3.71572	3.
4.04508	-2.93893	3.
4.56773	-2.03368	3.
4.89074	-1.03956	3.
3.97809	0.418114	2.25
3.80423	1.23607	2.25
3.4641	2.	2.25
2.97258	2.67652	2.25
2.35114	3.23607	2.25
1.62695	3.65418	2.25
0.831647	3.91259	2.25
0.	4.	2.25
-0.831647	3.91259	2.25
-1.62695	3.65418	2.25
-2.35114	3.23607	2.25
-2.97258	2.67652	2.25
-3.4641	2.	2.25
-3.80423	1.23607	2.25
-3.97809	0.418114	2.25
-3.97809	-0.418114	2.25
-3.80423	-1.23607	2.25
-3.4641	-2.	2.25
-2.97258	-2.67652	2.25
-2.35114	-3.23607	2.25
-1.62695	-3.65418	2.25
-0.831647	-3.91259	2.25
0.	-4.	2.25
0.831647	-3.91259	2.25
1.62695	-3.65418	2.25
2.35114	-3.23607	2.25
2.97258	-2.67652	2.25
3.4641	-2.	2.25
3.80423	-1.23607	2.25
3.97809	-0.418114	2.25
3.	0.	3.5
2.93444	0.623735	3.5
2.74064	1.22021	3.5
2.42705	1.76336	3.5
2.00739	2.22943	3.5
1.5	2.59808	3.5
0.927051	2.85317	3.5
0.313585	2.98357	3.5
-0.313585	2.98357	3.5
-0.927051	2.85317	3.5
-1.5	2.59808	3.5
-2.00739	2.22943	3.5
-2.42705	1.76336	3.5
-2.74064	1.22021	3.5
-2.93444	0.623735	3.5
-3.	0.	3.5
-2.93444	-0.623735	3.5
-2.74064	-1.22021	3.5
-2.42705	-1.76336	3.5
-2.00739	-2.22943	3.5
-1.5	-2.59808	3.5
-0.927051	-2.85317	3.5
-0.313585	-2.98357	3.5
0.313585	-2.98357	3.5
0.927051	-2.85317	3.5
1.5	-2.59808	3.5
2.00739	-2.22943	3.5
2.42705	-1.76336	3.5
2.74064	-1.22021	3.5
2.93444	-0.623735	3.5
1.98904	0.209057	2.625
1.90211	0.618034	2.625
1.73205	1.	2.625
1.48629	1.33826	2.625
1.17557	1.61803	2.625
0.813473	1.82709	2.625
0.415823	1.9563	2.625
0.	2.	2.625
-0.415823	1.9563	2.625
-0.813473	1.82709	2.625
-1.17557	1.61803	2.625
-1.48629	1.33826	2.625
-1.73205	1.	2.625
-1.90211	0.618034	2.625
-1.98904	0.209057	2.625
-1.98904	-0.209057	2.625
-1.90211	-0.618034	2.625
-1.73205	-1.	2.625
-1.48629	-1.33826	2.625
-1.17557	-1.61803	2.625
-0.813473	-1.82709	2.625
-0.415823	-1.9563	2.625
0.	-2.	2.625
0.415823	-1.9563	2.625
0.813473	-1.82709	2.625
1.17557	-1.61803	2.625
1.48629	-1.33826	2.625
1.73205	-1.	2.625
1.90211	-0.618034	2.625
1.98904	-0.209057	2.625
1.	0.	3.75
0.978148	0.207912	3.75
0.913545	0.406737	3.75
0.809017	0.587785	3.75
0.669131	0.743145	3.75
0.5	0.866025	3.75
0.309017	0.951057	3.75
0.104528	0.994522	3.75
-0.104528	0.994522	3.75
-0.309017	0.951057	3.75
-0.5	0.866025	3.75
-0.669131	0.743145	3.75
-0.809017	0.587785	3.75
-0.913545	0.406737	3.75
-0.978148	0.207912	3.75
-1.	0.	3.75
-0.978148	-0.207912	3.75
-0.913545	-0.406737	3.75
-0.809017	-0.587785	3.75
-0.669131	-0.743145	3.75
-0.5	-0.866025	3.75
-0.309017	-0.951057	3.75
-0.104528	-0.994522	3.75
0.104528	-0.994522	3.75
0.309017	-0.951057	3.75
0.5	-0.866025	3.75
0.669131	-0.743145	3.75
0.809017	-0.587785	3.75
0.913545	-0.406737	3.75
0.978148	-0.207912	3.75

