0	0	0	0	0	0
-0.005388	-0.022	0	0	0	-2.008
-0.025	-0.078	0	0	0	-7.41
-0.063	-0.151	0	0	0	-14.7
-0.134	-0.263	0	0	0	-25.972
-0.259	-0.46	0	0	0	-45.709
-0.455	-0.71	0	0	0	-71.398
-0.712	-0.904	0	0	0	-92.817
-1.003	-0.961	0	0	0	-102.022
-1.303	-0.94	0	0	0	-103.047
-1.616	-0.993	0	0	0	-109.525
-1.97	-1.215	0	0	0	-131.144
-2.394	-1.529	0	0	0	-162.23
-2.883	-1.738	0	0	0	-185.4
-3.409	-1.781	0	0	0	-193.853
-3.954	-1.778	0	0	0	-196.933
-4.492	-1.793	0	0	0	-200.149
-5.007	-1.825	0	0	0	-203.979
-5.497	-1.92	0	0	0	-213.419
-5.98	-2.127	0	0	0	-233.721
-6.486	-2.454	0	0	0	-266.24
-7.018	-2.741	0	0	0	-296.722
-7.498	-2.632	0	0	0	-291.701
-7.826	-2.109	0	0	0	-246.106
-7.978	-1.676	0	0	0	-204.022
-7.994	-1.669	0	0	0	-197.814
-7.938	-1.978	0	0	0	-221.966
-7.907	-2.489	0	0	0	-269.131
-8.013	-3.238	0	0	0	-342.902
-8.328	-4.121	0	0	0	-433.449
-8.825	-4.785	0	0	0	-507.111
-9.416	-5.046	0	0	0	-543.935
-10.014	-5.092	0	0	0	-557.908
-10.556	-5.14	0	0	0	-567.615
-11	-5.142	0	0	0	-570.09
-11.309	-4.856	0	0	0	-543.965
-11.434	-4.118	0	0	0	-473.263
-11.331	-3.018	0	0	0	-363.854
-10.938	-1.661	0	0	0	-224.197
-10.167	-0.092	0	0	0	-58.805
-8.976	1.41	0	0	0	105.134
-7.362	2.594	0	0	0	241.997
-5.318	3.551	0	0	0	356.885
-2.85	4.449	0	0	0	463.795
0.023	5.353	0	0	0	568.9
3.296	6.34	0	0	0	680.606
7.008	7.606	0	0	0	817.978
11.232	9.287	0	0	0	994.897
16.042	11.345	0	0	0	1209.939
21.454	13.511	0	0	0	1439.703
27.358	15.326	0	0	0	1641.394
33.537	16.523	0	0	0	1787.04
39.751	17.241	0	0	0	1885.288
45.817	17.84	0	0	0	1967.26
51.6	18.46	0	0	0	2047.146
56.978	18.881	0	0	0	2106.932
61.819	18.9	0	0	0	2127.738
65.985	18.522	0	0	0	2107.405
69.319	17.82	0	0	0	2050.257
71.636	16.82	0	0	0	1957.398
72.726	15.483	0	0	0	1824.722
72.451	14.112	0	0	0	1679.332
70.889	13.491	0	0	0	1595.199
68.321	14.098	0	0	0	1623.427
65.147	15.784	0	0	0	1759.998
61.819	18.249	0	0	0	1984.127
58.783	21.364	0	0	0	2286.21
56.321	24.675	0	0	0	2623.591
54.402	27.096	0	0	0	2891.866
52.838	28.195	0	0	0	3040.635
51.529	28.74	0	0	0	3128.581
50.516	29.487	0	0	0	3221.416
49.976	30.487	0	0	0	3328.301
50.151	31.404	0	0	0	3424.087
51.266	32.008	0	0	0	3489.251
53.457	32.323	0	0	0	3524.697
56.772	32.615	0	0	0	3554.184
61.083	32.827	0	0	0	3574.248
65.937	32.08	0	0	0	3504.498
70.634	29.608	0	0	0	3269.17
74.419	25.415	0	0	0	2858.345
76.602	19.787	0	0	0	2291.198
76.637	12.92	0	0	0	1584.726
74.106	4.897	0	0	0	749.618
68.759	-3.745	0	0	0	-160.824
60.595	-11.801	0	0	0	-1029.653
49.788	-18.348	0	0	0	-1761.391
36.578	-23.232	0	0	0	-2329.704
21.215	-26.638	0	0	0	-2744.681
3.871	-29.008	0	0	0	-3047.116
-15.402	-31.101	0	0	0	-3312.833
-36.509	-33.265	0	0	0	-3582.499
-59.088	-35.073	0	0	0	-3822.658
-82.512	-36.197	0	0	0	-4001.206
-105.957	-36.79	0	0	0	-4124.821
-128.484	-37.042	0	0	0	-4204.309
-149.124	-36.886	0	0	0	-4230.967
-166.963	-36.057	0	0	0	-4179.992
-181.204	-34.289	0	0	0	-4026.56
-191.209	-31.443	0	0	0	-3756.682
-196.511	-27.511	0	0	0	-3368.533
-196.784	-22.575	0	0	0	-2869.064
-191.948	-17.435	0	0	0	-2332.339
-182.339	-13.801	0	0	0	-1920.487
-168.609	-12.787	0	0	0	-1749.456
-151.576	-14.246	0	0	0	-1822.023
-132.146	-17.558	0	0	0	-2090.182
-111.243	-22.178	0	0	0	-2502.833
-89.78	-27.692	0	0	0	-3015.534
-68.666	-33.689	0	0	0	-3584.8
-48.81	-39.764	0	0	0	-4170.647
-30.943	-44.855	0	0	0	-4673.699
-15.375	-47.064	0	0	0	-4912.915
-2.108	-45.358	0	0	0	-4776.693
8.984	-40.2	0	0	0	-4287.237
18.109	-32.46	0	0	0	-3512.549
25.555	-22.687	0	0	0	-2503.015
31.75	-11.075	0	0	0	-1282.61
37.311	2.275	0	0	0	132.937
43.041	17.189	0	0	0	1723.638
49.361	31.299	0	0	0	3266.472
55.57	39.359	0	0	0	4257.042
60.603	39.993	0	0	0	4518.121
64.219	38.358	0	0	0	4475.563
66.955	38.89	0	0	0	4538.373
69.73	41.603	0	0	0	4751.841
73.498	44.695	0	0	0	4992.226
78.716	46.239	0	0	0	5096.075
84.998	44.369	0	0	0	4880.99
91.279	38.246	0	0	0	4249.237
96.108	28.305	0	0	0	3223.415
97.986	15.843	0	0	0	1917.619
95.803	2.714	0	0	0	512.276
89.103	-9.625	0	0	0	-835.005
78.157	-20.336	0	0	0	-2019.508
63.826	-28.748	0	0	0	-2957.417
47.209	-34.184	0	0	0	-3574.275
29.28	-36.083	0	0	0	-3813.708
10.684	-34.232	0	0	0	-3656.444
-8.324	-29.224	0	0	0	-3161.494
-27.786	-22.523	0	0	0	-2475.38
-47.77	-15.619	0	0	0	-1756.591
-68.112	-9.607	0	0	0	-1131.318
-88.354	-5.487	0	0	0	-712.732
-107.832	-4.317	0	0	0	-609.003
-125.768	-6.542	0	0	0	-863.062
-141.331	-11.437	0	0	0	-1401.486
-153.804	-17.754	0	0	0	-2095.477
-162.692	-24.297	0	0	0	-2818.078
-167.869	-30.465	0	0	0	-3500.958
-169.712	-36.623	0	0	0	-4173.386
-168.982	-43.22	0	0	0	-4882.405
-166.502	-49.854	0	0	0	-5598.723
-162.852	-55.45	0	0	0	-6222.513
-158.324	-59.357	0	0	0	-6679.274
-152.978	-61.553	0	0	0	-6946.722
-146.678	-61.886	0	0	0	-6995.889
-139.256	-60.27	0	0	0	-6812.256
-130.698	-57.108	0	0	0	-6434.655
-121.134	-52.649	0	0	0	-5895.618
-110.775	-46.73	0	0	0	-5194.303
-99.72	-38.684	0	0	0	-4281.978
-87.686	-27.417	0	0	0	-3062.811
-74.035	-12.728	0	0	0	-1513.363
-58.167	3.441	0	0	0	194.899
-39.952	17.685	0	0	0	1742.429
-19.784	27.668	0	0	0	2888.067
1.565	33.014	0	0	0	3563.517
23.06	34.084	0	0	0	3780.117
43.795	32.098	0	0	0	3645.805
63.398	29.432	0	0	0	3391.515
81.99	27.914	0	0	0	3211.978
99.975	28.014	0	0	0	3181.975
117.661	28.954	0	0	0	3252.546
134.769	29.006	0	0	0	3269.952
150.401	27.255	0	0	0	3136.423
163.26	24.114	0	0	0	2869.544
172.112	20.972	0	0	0	2584.467
176.358	19.833	0	0	0	2468.028
176.17	21.73	0	0	0	2632.119
172.255	25.815	0	0	0	3018.001
165.485	30.223	0	0	0	3461.651
156.649	33.71	0	0	0	3838.775
146.289	36.127	0	0	0	4117.812
134.712	38.062	0	0	0	4339.364
122.166	40.486	0	0	0	4588.397
108.955	43.865	0	0	0	4911.334
95.417	47.424	0	0	0	5241.143
81.86	49.44	0	0	0	5416.288
68.585	48.606	0	0	0	5304.301
55.863	44.631	0	0	0	4865.46
43.809	37.661	0	0	0	4109.521
32.397	28.415	0	0	0	3109.518
21.624	18.485	0	0	0	2026.441
11.583	9.529	0	0	0	1031.589
2.503	2.637	0	0	0	244.272
-5.365	-2.137	0	0	0	-316.634
-12.009	-5.881	0	0	0	-747.257
-17.699	-9.56	0	0	0	-1144.177
-22.907	-13.388	0	0	0	-1539.422
-28.218	-17.291	0	0	0	-1935.205
-34.072	-20.753	0	0	0	-2286.583
-40.489	-22.654	0	0	0	-2488.422
-47.147	-22.534	0	0	0	-2491.636
-53.61	-21.214	0	0	0	-2366
-59.448	-19.685	0	0	0	-2204.888
-64.277	-18.085	0	0	0	-2029.948
-67.745	-15.803	0	0	0	-1791.747
-69.586	-12.447	0	0	0	-1452.9
-69.637	-8.199	0	0	0	-1024.154
-67.775	-3.369	0	0	0	-531.111
-63.84	1.841	0	0	0	6.013
-57.582	7.281	0	0	0	571.043
-48.799	12.294	0	0	0	1103.002
-37.579	15.618	0	0	0	1484.852
-24.318	16.591	0	0	0	1648.98
-9.625	15.653	0	0	0	1626.345
5.793	13.666	0	0	0	1490.723
21.262	11.342	0	0	0	1307.702
36.188	9.044	0	0	0	1113.409
50.042	6.817	0	0	0	913.661
